PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,RatingBin,BestMove,A,B,C,D
08ADK,r3k2r/p1b2pp1/2pqbB1p/2Np4/1P2p3/2PP4/P3NPPP/R2Q1RK1 b kq - 0 16,h4f6 d6h2,703,78,100,327,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/VD2GydcP#31,Caro-Kann_Defense Caro-Kann_Defense_Hillbilly_Attack,"(700, 800]",d6h2,e6f5,a7a5,d6h2,d6e5
0GsQf,7k/5r1p/5Pp1/1ppB4/4R3/3n4/P4P1P/7K w - - 0 35,f8f7 e4e8 f7f8 e8f8,703,79,100,395,endgame mate mateIn2 short,https://lichess.org/56AqNIVN/black#68,,"(700, 800]",e4e8,d5a8,e4e8,e4e6,e4e7
10yiJ,r1b4k/1p3Qnp/p7/2q1p3/3NP3/2P5/P1P3PP/5RK1 w - - 0 26,e6g7 f7f8 c5f8 f1f8,703,76,100,2609,backRankMate mate mateIn2 middlegame short,https://lichess.org/6FlORpoi/black#50,,"(700, 800]",f7f8,f1a1,f7d7,f1d1,f7f8
1CcHC,8/2q1Rprk/pp3Q1p/5p2/3P4/5R2/PP4PP/7K b - - 0 34,e1e7 c7c1 e7e1 c1e1 f3f1 e1f1,703,79,100,359,endgame long mate mateIn3,https://lichess.org/iWfvyMs5#67,,"(700, 800]",c7c1,c7c1,c7h2,c7d7,c7b7
2OX4y,8/R3Q1p1/1pk1p2p/3pb3/2r2q2/2P5/1P3PPP/5RK1 b - - 0 26,a1a7 f4h2,703,77,100,287,endgame mate mateIn1 oneMove,https://lichess.org/agkOU0kB#51,,"(700, 800]",f4h2,f4g3,c4c5,f4h2,b6b5
33ZYj,7R/3bkp2/4p1p1/3pPnPp/3P1P2/5q2/3B3P/4K3 w - - 0 30,b3f3 d2b4 f5d6 e5d6,703,76,100,271,endgame mate mateIn2 short,https://lichess.org/0M3NKY2K/black#58,,"(700, 800]",d2b4,h2h3,d2c1,h8c8,d2b4
48bpW,2b2r2/p3qr2/1p1p3k/2pPp3/2P1P3/2P2P2/P5QP/6RK w - - 0 34,h7h6 g2g6,703,76,100,345,endgame mate mateIn1 oneMove,https://lichess.org/E49yOj93/black#66,,"(700, 800]",g2g6,g1b1,g2g6,g2h3,g2f2
49tYN,3r1k2/pp3PbR/8/6P1/3r4/8/PPP5/1K2R3 b - - 0 36,g6f7 d4d1 e1d1 d8d1,703,77,100,82,endgame mate mateIn2 short,https://lichess.org/2kCZG87s#71,,"(700, 800]",d4d1,d8c8,d4d1,d8d7,d4d2
4UBxr,6k1/p1p2r1p/2Bb2pB/5p2/4p1nq/2P3P1/PP1Q1P1P/R4RK1 b - - 0 21,g2g3 h4h2,703,76,100,319,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/JrZpg88X#41,,"(700, 800]",h4h2,d6a3,h4h2,g4f6,d6e7
5jSji,1q5r/pp2pkb1/5p2/2BP1b2/6p1/8/PP2QPP1/2R1R1K1 b - - 1 27,e3c5 b8h2 g1f1 h2h1,703,78,100,198,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/hVv7SiJs#53,,"(700, 800]",b8h2,h8h5,b8h2,g4g3,b8a8
7laNF,3r3k/6pp/4Q3/2p3q1/2Pb4/6PP/PP2R1K1/8 w - - 0 34,d2g5 e6e8 d8e8 e2e8,703,79,100,418,backRankMate endgame mate mateIn2 sacrifice short,https://lichess.org/xcjWKohB/black#66,,"(700, 800]",e6e8,b2b4,h3h4,e2d2,e6e8
8bead,2r1r3/pp1q3k/1b4Rp/3pP3/3Pn2N/7P/PP1Q2P1/R5K1 w - - 4 26,g8h7 d2h6,703,78,100,129,mate mateIn1 middlegame oneMove,https://lichess.org/0afKWwly/black#50,,"(700, 800]",d2h6,g6g3,d2h6,g6f6,d2c1
8pwh7,rn2k2r/3bbpp1/pq2p2p/3p4/n2N2PP/2N1BP2/PPPQ4/2KR1B1R b kq - 6 17,e2c3 b6b2,703,81,100,55,mate mateIn1 middlegame oneMove queensideAttack,https://lichess.org/zZDe76EE#33,Sicilian_Defense Sicilian_Defense_Scheveningen_Variation,"(700, 800]",b6b2,b6b2,e7c5,a4b2,e7g5
8rNob,r4rk1/pp3ppp/2p1N3/3q4/5Pb1/P1Q5/1n4PP/R4RK1 w - - 0 21,c4b2 c3g7,703,78,100,391,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/TbFJeDAo/black#40,,"(700, 800]",c3g7,c3g7,e6d4,g1f2,e6c7
9tEkv,3r2k1/Q4ppp/1p6/p1p5/4n3/8/1P2NPPP/3R2K1 b - - 0 33,c1d1 d8d1,703,94,100,46,endgame mate mateIn1 oneMove,https://lichess.org/gKJOJtxR#65,,"(700, 800]",d8d1,d8b8,d8d2,e4c3,d8d1
A70gM,r3r1k1/1b1p1pp1/p6p/1pp1P3/6q1/1P1Q3R/PBP2PPP/R5K1 b - - 6 18,c1b2 g4g2,703,90,100,39,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/D81uNESE#35,Italian_Game Italian_Game_Anti-Fried_Liver_Defense,"(700, 800]",g4g2,b7c6,g4g2,c5c4,g4e6
BCn47,5r2/R7/6p1/5p1p/1p1pkP1P/1Bb3P1/2P3K1/8 w - - 0 38,f7f5 a7e7,703,78,100,117,endgame mate mateIn1 oneMove,https://lichess.org/DSq8fe9M/black#74,,"(700, 800]",a7e7,a7e7,b3g8,a7a8,g3g4
CcNVf,6k1/5ppp/p2p4/3P4/1QP5/1P4qP/P5P1/4rBK1 w - - 6 29,e8e1 b4b8 e1e8 b8e8,703,78,100,163,endgame mate mateIn2 short,https://lichess.org/MI6e9vN4/black#56,,"(700, 800]",b4b8,b4b8,b4a4,c4c5,b4c5
EtNEI,2kr3r/ppp2pp1/2pq4/2N4p/4P1n1/7P/PPPPQPP1/R1B2RK1 b - - 0 12,a4c5 d6h2,703,82,100,365,mate mateIn1 middlegame oneMove,https://lichess.org/Zmpszr96#23,Russian_Game Russian_Game_Stafford_Gambit,"(700, 800]",d6h2,d6h2,d6d4,b7b6,d6f8
FfFdC,6k1/5pp1/5n1p/2p2B2/1b1p4/5N1P/5rPK/R7 w - - 0 31,e2f2 a1a8 f6e8 a8e8,703,78,100,92,endgame mate mateIn2 short,https://lichess.org/2fYWcSgj/black#60,,"(700, 800]",a1a8,a1a5,a1a8,f5d3,f3e1
G13B0,1k6/1pp5/p7/2Q5/2P1P3/1P3r2/1q6/3RK3 w - - 0 43,f8f3 d1d8,703,80,100,107,endgame mate mateIn1 oneMove,https://lichess.org/QD6A0Ull/black#84,,"(700, 800]",d1d8,c5a7,d1d3,c5f8,d1d8
GDxMK,k2r4/1p4R1/p2P2pp/8/7P/PQ6/KPPr3q/8 w - - 0 33,h1h2 b3b7,703,79,100,172,endgame mate mateIn1 oneMove,https://lichess.org/cwDVlLli/black#64,,"(700, 800]",b3b7,b3b7,g7b7,a2a1,b3f3
GQUbP,5rk1/2qb2pp/p2p2r1/1pp5/3PPQ2/2P3pP/PP4P1/R4RNK w - - 3 28,a8f8 f4f8,703,80,100,77,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/Q6uhlyph/black#54,,"(700, 800]",f4f8,f4g5,f4g3,f4f8,a1d1
H5eXj,7k/p6p/b5pB/2p1q3/2p1P3/8/P1r3PP/5RK1 w - - 0 25,e7e5 f1f8,703,101,100,35,endgame mate mateIn1 oneMove,https://lichess.org/6ghUqdNy/black#48,,"(700, 800]",f1f8,f1f8,f1f3,h6g5,f1b1
HdoQH,r1b1k2r/ppp2ppp/2n5/2q1P3/6n1/2PP1N2/P1PBB1PP/R2QK2R b KQkq - 2 10,c1d2 c5f2,703,78,100,189,mate mateIn1 oneMove opening,https://lichess.org/OclE7a0t#19,Kings_Pawn_Game Kings_Pawn_Game_Leonardis_Variation,"(700, 800]",c5f2,c5f2,c5b5,c8e6,c5e5
IFvks,1r4k1/p1p1qp2/2p1p2R/2np4/3P4/3QP1P1/Pr1N1PP1/2K5 w - - 0 20,d7c5 d3h7 g8f8 h7h8,703,78,100,647,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/U2uNaSi6/black#38,Indian_Defense Indian_Defense_Other_variations,"(700, 800]",d3h7,d3f5,d3f1,h6g6,d3h7
IjFk8,r4rBk/pp2bpp1/8/3pp3/8/7b/P1Q2PPP/q1B3K1 w - - 0 22,c8h3 c2h7,703,82,100,487,mate mateIn1 middlegame oneMove,https://lichess.org/3dTIlRul/black#42,,"(700, 800]",c2h7,g8f7,c2h7,g2g4,g2g3
0H7zn,6k1/R4pp1/2p4p/3b4/3P4/3B2PP/1P4nK/4r3 w - - 2 32,e8e1 a7a8 e1e8 a8e8,704,76,100,140,endgame mate mateIn2 short,https://lichess.org/MwXyKK5H/black#62,,"(700, 800]",a7a8,a7a8,d3e2,b2b4,d3b1
0gxu8,2k1rr2/2P5/Rp6/5P2/3p4/5P1p/2P2RpB/6K1 b - - 0 36,a1a6 e8e1 f2f1 e1f1,704,113,100,21,endgame mate mateIn2 short,https://lichess.org/fGD0M09u#71,,"(700, 800]",e8e1,e8e1,e8e6,f8f5,d4d3
1veNY,4n1kr/ppp2rpp/2n5/6N1/2Q5/8/Pq3PPP/3R2K1 w - - 0 23,d6e8 c4f7,704,78,100,80,mate mateIn1 middlegame oneMove,https://lichess.org/SkGAXEvu/black#44,,"(700, 800]",c4f7,c4f7,d1e1,d1a1,c4g4
2HFOl,7k/pp5p/3b3Q/8/1P1q4/P3r3/8/5R1K w - - 0 35,g3e3 f1f8 d6f8 h6f8,704,85,100,398,endgame mate mateIn2 sacrifice short,https://lichess.org/QVFkW8jf/black#68,,"(700, 800]",f1f8,h1g1,f1d1,f1f8,f1f5
2LFDM,2r5/4np1k/3p2p1/q2P2p1/p3P1PP/r1BK4/8/2R4R w - - 0 33,h6g5 h4g5 h7g8 h1h8,704,78,100,227,discoveredAttack mate mateIn2 middlegame short,https://lichess.org/UTcfi3cm/black#64,,"(700, 800]",h4g5,c1e1,d3e2,h4g5,d3d2
2QUZd,6k1/5p2/6pp/3q4/8/P1Q3PP/1P1R1P1K/r7 b - - 3 42,c2d2 d5h1,704,76,100,279,endgame mate mateIn1 oneMove,https://lichess.org/V7ziLE9R#83,,"(700, 800]",d5h1,d5h5,d5c5,d5h1,d5e4
2QXCw,7k/7b/5r2/4B3/5n2/5P2/5K2/3r2R1 w - - 5 42,f8f6 e5f6,704,81,100,271,endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/8jFl0O02/black#82,,"(700, 800]",e5f6,g1g3,g1d1,e5f6,e5c7
2bavZ,4r2k/1Q4pp/2p1r3/2P5/1P1p1p2/n3PB1q/4KP1P/6RR w - - 0 31,e5f4 b7g7,704,76,100,338,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/094ITCI6/black#60,,"(700, 800]",b7g7,b7g7,b7a7,b7c8,g1f1
2sHp4,r2r4/3R3p/2Q1pk2/4pp2/2p5/2P1P3/5PPP/6K1 b - - 6 32,a4c6 a8a1 d7d1 a1d1,704,85,100,39,backRankMate endgame mate mateIn2 queenRookEndgame short,https://lichess.org/OSapbqks#63,,"(700, 800]",a8a1,a8a1,d8b8,h7h5,a8a4
3M1f7,3r2k1/p4pp1/1p5p/2pr2q1/4R3/2PQ4/P5PP/4R1K1 w - - 0 24,e5d5 e4e8 d8e8 e1e8,704,78,100,348,endgame mate mateIn2 short,https://lichess.org/XfANj6vr/black#46,,"(700, 800]",e4e8,e4e8,e4e3,e4g4,e4d4
4FG7y,2r1r1k1/p4ppp/1n1b1n2/6Q1/4q3/1B3N1P/PP3PP1/R1B1R1K1 b - - 12 19,f1e1 e4e1 f3e1 e8e1,704,85,100,153,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/JQYTFqDK#37,,"(700, 800]",e4e1,e4e1,d6c7,d6e7,a7a6
4h7Ep,rn2kbnR/ppp2pp1/4p3/3p4/5Pq1/4P1N1/PPbP1Q2/RNB1KB2 b Qq - 0 12,h1h8 g4d1,704,79,100,74,mate mateIn1 oneMove opening,https://lichess.org/9tUHKyix#23,Vant_Kruijs_Opening Vant_Kruijs_Opening_Other_variations,"(700, 800]",g4d1,c2d1,e8d8,e8d7,g4d1
4kUMz,4r2k/p1p3pp/1pQb1p2/4rP2/8/1P5P/P1P3P1/3R3K b - - 8 28,f1d1 e5e1 d1e1 e8e1,704,85,100,28,endgame mate mateIn2 short,https://lichess.org/SLMgD9qH#55,,"(700, 800]",e5e1,e5e1,e8g8,e8e7,e8d8
4mqlP,r3r1k1/pp2qp2/3b1Rpp/2p5/6N1/5Q1P/PPP2PP1/R5K1 b - - 3 24,e3g4 e7e1 a1e1 e8e1,704,78,100,100,kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/iV7ryPWI#47,,"(700, 800]",e7e1,d6e5,d6f4,e7e1,e8d8
4qQlo,r6k/pp3B1p/3p4/2p3Bq/3nP3/3PK3/P4P2/8 w - - 0 27,g6h5 g5f6,704,79,100,132,doubleBishopMate endgame mate mateIn1 oneMove,https://lichess.org/YO5QOnMc/black#52,,"(700, 800]",g5f6,g5f6,e4e5,a2a3,f2f3
51VJq,r3k2r/pp3p2/2p1p1Nq/b1PpP3/3P2p1/3Q2P1/PP1N1P2/R2R2K1 b kq - 0 21,h4g6 h6h1,704,77,100,456,mate mateIn1 middlegame oneMove,https://lichess.org/DRlitJYX#41,,"(700, 800]",h6h1,h6h1,e8c8,b7b6,a5d8
5v9S5,3r2k1/p4ppp/1r2p3/4qb2/Q3p3/4P2P/PP3PP1/R1BR2K1 w - - 0 19,b8e5 d1d8,704,77,100,85,backRankMate hangingPiece mate mateIn1 middlegame oneMove,https://lichess.org/IInYYRX3/black#36,Slav_Defense Slav_Defense_Other_variations,"(700, 800]",d1d8,d1d8,d1d5,g1f1,d1d2
618gR,r6k/p1p1q1pp/8/3Q4/8/3P4/PP4PP/7K w - - 0 30,e8e7 d5a8 e7d8 a8d8,704,79,100,148,backRankMate endgame hangingPiece mate mateIn2 short,https://lichess.org/zFGTAOpP/black#58,,"(700, 800]",d5a8,h2h3,d5a8,d5f7,a2a3
6qDak,3k4/8/4p3/8/2QP3p/q1n4P/P2R1P2/4K3 b - - 1 42,d1e1 a3c1 d2d1 c1d1,704,77,100,308,endgame mate mateIn2 short,https://lichess.org/8nb6YXMB#83,,"(700, 800]",a3c1,c3d5,a3c1,c3b1,d8e8
7X4Z5,5r2/5P1k/6p1/2p5/p3KPP1/PpB5/2r5/6R1 w - - 1 46,c8f8 g1h1 c2h2 h1h2,704,79,100,724,endgame mate mateIn2 short,https://lichess.org/zCHd3j0t/black#90,,"(700, 800]",g1h1,c3f6,e4d3,c3a5,g1h1
9TCyw,r1b2r1k/1p4b1/p1np1Npp/4p1B1/PPq1Pp1N/2P5/5PPP/R4RK1 w - - 0 20,f7c4 h4g6,704,78,100,408,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/gtgwnkDj/black#38,Pirc_Defense Pirc_Defense_Other_variations,"(700, 800]",h4g6,h4g6,f6h7,h2h3,f6d7
0tWqM,r2q2nr/ppp3p1/k1n1b2p/5Q2/3pPB2/P7/P1P2PPP/1R2K2R w K - 2 15,b6a6 f5b5,801,77,100,447,mate mateIn1 middlegame oneMove,https://lichess.org/NTYttuKo/black#28,Scotch_Game Scotch_Game_Other_variations,"(800, 900]",f5b5,h1g1,f5b5,c2c3,f5e6
1L9Ec,1R6/p4ppk/8/5P2/7p/5Q2/3r2qP/4K3 w - - 2 48,g8h7 f3h5,801,79,100,52,endgame mate mateIn1 oneMove,https://lichess.org/lR7lR5yH/black#94,,"(800, 900]",f3h5,h2h3,b8c8,f3h5,b8e8
2qk62,r1b1k2r/2qp1pp1/p3p1p1/1p6/8/1BN1B3/PP2QPP1/R3R1K1 b kq - 0 16,h1g1 c7h2 g1f1 h2h1,801,89,100,39,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/n8wdVn4C#31,Sicilian_Defense Sicilian_Defense_Smith-Morra_Gambit_Accepted,"(800, 900]",c7h2,c7f4,h8h3,a8a7,c7h2
3GLxC,3Q4/8/2p3pk/2Rp1p1p/3P3P/4PK2/5P2/6q1 b - - 2 54,g3f3 g1g4,801,77,100,423,endgame mate mateIn1 oneMove,https://lichess.org/FWecCHhN#107,,"(800, 900]",g1g4,g1h1,h6g7,g1g4,g1f1
3M6FC,r3k2r/1p1b2p1/1p2p2p/2bpP1B1/3n4/3B4/PP4PP/RN3R1K w kq - 0 17,h7h6 d3g6,801,78,100,217,mate mateIn1 middlegame oneMove,https://lichess.org/eP5OcWPO/black#32,French_Defense French_Defense_Advance_Variation,"(800, 900]",d3g6,g5d2,g5e3,d3g6,g5c1
4B0Qu,7R/8/5p2/6P1/4p3/5k2/2r2P1P/5K2 b - - 0 51,h4g5 c2c1,801,82,100,410,endgame master mate mateIn1 oneMove rookEndgame,https://lichess.org/iktVXCBF#101,,"(800, 900]",c2c1,c2c6,c2c4,c2c1,c2c7
4IgQ7,3r2k1/1b1r1pp1/pb1qp2p/1p6/1P2P3/P4P2/R1B1Q1PP/2BR3K b - - 4 23,d3c2 d6d1 c2d1 d7d1 e2d1 d8d1,801,87,100,40,backRankMate fork long mate mateIn3 middlegame,https://lichess.org/4BzXvDKD#45,,"(800, 900]",d6d1,d6d5,b6a7,d6d1,d6b8
70KVE,6k1/4p2p/P2pq1p1/8/2P2P2/R1Q2KPP/8/1r6 b - - 0 35,a5a6 b1f1 f3g2 e6e2,801,77,100,307,endgame mate mateIn2 short,https://lichess.org/bo1QH013#69,,"(800, 900]",b1f1,e6d7,e6h3,b1f1,g6g5
7cZeH,8/4prq1/p5k1/1p3pp1/8/P5Q1/2PR4/2K4R b - - 0 38,f3g3 g7a1,801,82,100,449,endgame mate mateIn1 oneMove,https://lichess.org/ovNjM2G9#75,,"(800, 900]",g7a1,g7h6,g7h7,g7a1,f5f4
7yauY,8/1p4r1/p2pB3/P1pPk3/7p/1PP1K2P/5Rr1/8 w - - 0 43,g5g2 f2f5,801,76,100,636,endgame mate mateIn1 oneMove,https://lichess.org/BMJBPxI9/black#84,,"(800, 900]",f2f5,f2a2,f2f6,f2f5,f2d2
8KD9u,1rn4k/5ppp/r2Rq3/2P1p3/4P3/8/PP3PPP/5RK1 w - - 0 23,a7a6 d6d8 e6e8 d8e8,801,77,100,280,backRankMate endgame mate mateIn2 short,https://lichess.org/1oFzBC0y/black#44,,"(800, 900]",d6d8,b2b4,f1a1,d6d8,d6b6
8RN6t,5r1k/p4B1p/1p3p2/2b5/8/2P5/PP3rRP/2K3R1 w - - 0 23,e2f2 g2g8 f8g8 g1g8,801,79,100,61,endgame mate mateIn2 short,https://lichess.org/gImXHjHl/black#44,,"(800, 900]",g2g8,g2g6,h2h3,f7e6,g2g8
8YWFf,1nR5/r3pk1p/p2q1bpB/1p1P4/4B3/8/P4PPP/3R2K1 w - - 2 25,g8f7 c8f8,801,82,100,665,mate mateIn1 middlegame oneMove,https://lichess.org/xqSBylDs/black#48,,"(800, 900]",c8f8,c8f8,c8c2,h6d2,c8c3
8enqZ,5k2/R4ppp/4p3/8/3p4/2nq1PP1/PR4KP/8 w - - 0 30,g8f8 b2b8,801,76,100,490,endgame master mate mateIn1 oneMove,https://lichess.org/lGuz0w8a/black#58,,"(800, 900]",b2b8,b2b3,a7a6,b2d2,b2b8
9AzAK,7k/p5pp/1p6/2q5/5rPP/1P1p4/P1n1rRQ1/2R3K1 w - - 0 37,f8f4 g2a8 e2e8 a8e8 f4f8 e8f8 c5f8 f2f8,801,86,100,64,backRankMate mate mateIn4 middlegame veryLong,https://lichess.org/GdKL7CI0/black#72,,"(800, 900]",g2a8,g2f3,a2a4,g2a8,c1e1
9kPmu,1k1r1b1r/2p1qpp1/1NQp3p/3P4/4nnb1/2P2N2/PP4PP/R4RK1 w - - 2 19,c8b8 c6a8,801,83,100,195,mate mateIn1 middlegame oneMove,https://lichess.org/KmTnXDZ2/black#36,Kings_Gambit_Accepted Kings_Gambit_Accepted_MacLeod_Defense,"(800, 900]",c6a8,c6c5,f1d1,a1d1,c6a8
AHxs5,r4rk1/pp3pp1/2pp3p/q5b1/2PRPp2/6P1/PPP3Q1/1K3BNR b - - 0 17,d1d4 a5e1 d4d1 e1d1,801,81,100,364,mate mateIn2 middlegame queensideAttack short,https://lichess.org/2tAHmkN0#33,Kings_Pawn_Game Kings_Pawn_Game_Leonardis_Variation,"(800, 900]",a5e1,a5d5,a5a3,a5e1,a5a6
AjLUu,r2qk2r/pp1np1bp/4Q1p1/2p5/2B5/P1NP1P2/1P5P/n1B2RK1 w kq - 0 15,c2a1 e6f7,801,77,100,111,mate mateIn1 middlegame oneMove,https://lichess.org/niqgC4ty/black#28,Sicilian_Defense Sicilian_Defense_Closed,"(800, 900]",e6f7,e6d5,e6f7,a3a4,e6f6
Avej0,r1bq1rk1/ppp3p1/2n1pp2/4P1NQ/3P4/2b5/P4PPP/R1B2RK1 w - - 0 16,f7f6 h5h7,801,119,100,22,mate mateIn1 oneMove opening,https://lichess.org/ADlskVX6/black#30,Queens_Gambit_Declined Queens_Gambit_Declined_Marshall_Defense,"(800, 900]",h5h7,h5h7,h5e8,h5e2,h5f3
BiLKC,8/5R2/3p4/3Pb3/4k2p/2P2p1P/5P2/r2RK3 b - - 3 46,d2d1 e5c3 e1f1 a1d1,801,77,100,247,deflection endgame mate mateIn2 short,https://lichess.org/AkAfMeXm#91,,"(800, 900]",e5c3,a1a4,a1a8,e5h2,e5c3
C7kRA,4r1k1/pb3q2/1p3B1Q/3P1p1n/2P4P/P7/5PP1/2R3K1 w - - 3 31,f8g8 h6h8,801,78,100,917,master mate mateIn1 middlegame oneMove,https://lichess.org/y3zJsrFW/black#60,,"(800, 900]",h6h8,h6e3,f2f3,h6h8,f6h8
CRlMS,6k1/5ppp/4p3/p2p4/1p1Pq1P1/1P4QP/P1r2P2/3R1K2 w - - 2 27,f4e4 g3b8 c2c8 b8c8,801,111,100,20,backRankMate endgame mate mateIn2 short,https://lichess.org/KgMRubyy/black#52,,"(800, 900]",g3b8,g3d6,g3b8,d1a1,a2a3
E2gdU,5rk1/3n1p2/p1r3p1/3n4/3Q4/7R/PP2q1PP/3R3K w - - 0 36,f6d5 d4h8,801,77,100,79,mate mateIn1 middlegame oneMove,https://lichess.org/QK5Rfz4U/black#70,,"(800, 900]",d4h8,d1d3,h3h4,b2b3,h3h8
E32Lv,7k/pp1Q2pp/4N3/5p2/8/7n/PP4PP/6RK b - - 0 35,f1g1 h3f2,801,83,100,99,endgame mate mateIn1 oneMove smotheredMate,https://lichess.org/kD8gl9Jz#69,,"(800, 900]",h3f2,b7b6,h3f2,g7g5,h7h5
F7raR,6k1/p5p1/1pr1p1bp/4P1N1/8/1P4P1/P1r3P1/3R1R1K w - - 0 30,h7h6 d1d8 g6e8 d8e8,801,76,100,349,endgame mate mateIn2 short,https://lichess.org/0W9ozUMx/black#58,,"(800, 900]",d1d8,d1d8,a2a3,f1e1,g5h7
Ffinr,r1r3k1/4qpp1/4p3/1p1pP1p1/2p2P2/P3P3/1PQ3P1/2R1K2R w K - 0 24,h6g5 c2h7 g8f8 h7h8,801,84,100,301,endgame kingsideAttack mate mateIn2 short,https://lichess.org/qPmzJoAf/black#46,,"(800, 900]",c2h7,e1g1,c1a1,c2h7,h1h5
FoAIN,7k/2p3pp/npNp2rr/3Pp3/1PP1Pp2/P6R/4BP2/4Q1RK b - - 0 33,c3h3 h6h3,801,76,100,171,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/sNPfDAmU#65,,"(800, 900]",h6h3,a6b4,h6h3,g6g1,h6h4
HEmDm,3rB3/1p3Q2/p2p1bpk/3P4/8/2q4P/P5P1/4R2K w - - 1 30,g7h6 f7g6,801,77,100,289,endgame mate mateIn1 oneMove,https://lichess.org/1VoTRUrc/black#58,,"(800, 900]",f7g6,f7g6,e8c6,e1e5,e1f1
HVY57,r6k/1b3Q2/2p5/1p1nN3/3P4/pPB5/K1P4P/6r1 b - - 2 34,a1a2 d5c3,801,78,100,246,hangingPiece mate mateIn1 middlegame oneMove,https://lichess.org/teibXgoC#67,,"(800, 900]",d5c3,d5c3,g1g7,a8f8,g1e1
HkjjZ,N6r/pp1bkp2/3p2p1/4p3/P1B1P2q/3P1PR1/1PP4P/R1Q4K b - - 0 18,g1g3 h4h2,801,80,100,146,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/txWnX4XI#35,Kings_Gambit Kings_Gambit_Other_variations,"(800, 900]",h4h2,h4h2,a7a6,b7b5,d7a4
00bZ2,4b1k1/4P2p/p1p3pP/6q1/3Q4/Pr6/1PP3P1/1K6 w - - 0 37,b7b3 d4g7,802,86,100,30,endgame mate mateIn1 oneMove,https://lichess.org/PL5NKKII/black#72,,"(800, 900]",d4g7,d4d7,d4c4,d4g4,d4g7
0vCnR,1k3r1r/p1pq4/1p1p4/N2Q3p/4n3/2P3P1/PP3PP1/2KR4 w - - 10 31,a8b8 d5b7,802,75,100,390,mate mateIn1 middlegame oneMove,https://lichess.org/GsnwdnfD/black#60,,"(800, 900]",d5b7,f2f3,d5d2,d5b7,d5e4
1o7hd,2r3k1/5pp1/4p2p/p2n4/4Q3/1q3P2/1PR2P1P/1K6 w - - 0 34,b8c8 c2c8,802,76,100,580,endgame master mate mateIn1 oneMove,https://lichess.org/aSBw2UIR/black#66,,"(800, 900]",c2c8,c2c3,e4g6,c2c8,c2c4
2j8oc,5r1k/2pR2p1/pq5p/1p2p3/8/1BP3QP/PP4P1/7K b - - 3 30,d1d7 f8f1 h1h2 b6g1,802,80,100,1566,endgame mate mateIn2 short,https://lichess.org/2ciks3W7#59,,"(800, 900]",f8f1,f8f1,f8c8,e5e4,f8b8
2wcLp,3r2k1/pp3pbp/1qp1p3/5p1N/7P/2P3Q1/PPK1R1P1/3r4 w - - 2 26,f8d8 g3g7,802,77,100,96,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/BpduOnwO/black#50,,"(800, 900]",g3g7,h5f4,g3c7,b2b3,g3g7
4Itjn,3bk3/p4p2/1pq1r1pQ/2pRp3/2P4P/6P1/PP3P2/6K1 w - - 11 38,c7d8 h6h8 e8e7 h8d8,802,77,100,78,endgame mate mateIn2 short,https://lichess.org/CU1RVpl4/black#74,,"(800, 900]",h6h8,b2b4,h6h8,d5c5,h6g6
4kdk6,1Q6/7p/6pk/6q1/1p6/2b1PR2/P2r2PP/1R4K1 b - - 0 32,f1f3 g5g2,802,82,100,188,endgame mate mateIn1 oneMove,https://lichess.org/Bk5mlwxd#63,,"(800, 900]",g5g2,d2f2,g5e5,g5e3,g5g2
4zNS6,6rk/1QR4p/3r4/p2N2q1/4P1n1/P3Pp2/1P1K3p/7R w - - 1 39,h6d6 c7h7,802,77,100,747,mate mateIn1 middlegame oneMove,https://lichess.org/x05yIsCz/black#76,,"(800, 900]",c7h7,h1f1,e4e5,c7c1,c7h7
51Wrb,6k1/1b1Q2p1/p2p1p1p/1p1q4/3R4/4B2P/P1r2PP1/4R1K1 b - - 0 33,d1d4 d5g2,802,76,100,393,mate mateIn1 middlegame oneMove,https://lichess.org/VcV9C5wr#65,,"(800, 900]",d5g2,d5g2,c2f2,d5d4,f6f5
5Dxnj,5k2/q5pp/p4n2/1p1N1Q2/5P2/PN3PP1/1P4KP/6b1 b - - 0 32,c3d5 a7f2 g2h3 f2h2,802,74,100,1669,endgame mate mateIn2 short,https://lichess.org/CU4AX52J#63,,"(800, 900]",a7f2,g1e3,a7d4,a7f2,a6a5
